description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,18,1/1/1900 12:00:24 AM,132958142,,,Zachary,Washburn,IE,MRA,,2018 Zone Senior Champs - Fresno,,   ,Fresno,,8/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,19,1/1/1900 12:00:24 AM,99535916,,,Andrew,Trepanier,MI,STRM,,2015 MN FOXJ Central Zone,,   ,Minneapolis,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,19,1/1/1900 12:00:24 AM,132842413,,Sam,Samuel,Hoover,NC,NCAC,,2018 Summer Junior Nats,,   ,Irvine,USA,8/4/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,21,1/1/1900 12:00:24 AM,131035687,,,Dawson,Joyce,FL,SA,,2018 FL YCF SeaWorld Summer Solstice,,   ,Orlando,,6/17/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,22,1/1/1900 12:00:24 AM,88391866,,Tan,Tucson,Dunn,GA,SCAT,,2014 ST AAAA Southern Zones Ch,,   ,San Antonio,,7/29/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,22,1/1/1900 12:00:24 AM,110501853,,Andrei,Andrei,Minakov,PC,TERA,,2016 Futures - Palo Alto,,,Palo Alto,,8/6/2016,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,24,1/1/1900 12:00:24 AM,121221228,,Tyler,Tyler,Lu,PN,KING,,2017 PN Senior LC Championship,,   ,Federal Way,,7/20/2017,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,25,1/1/1900 12:00:24 AM,143552019,,Justin,Justin,Schneider,CA,TMEC,,2019 CA RAA Summer JO's,,   ,Riverside,,7/28/2019,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,26,1/1/1900 12:00:24 AM,,,Dan,Daniel,Cashell,MD,PCY,,,,,Cincinnati,,5/23/2014,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,27,1/1/1900 12:00:24 AM,,,Brandon,Brandon,Jernigan,GU,CFSC,,,,,,,1/1/1994,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,28,1/1/1900 12:00:24 AM,,,Tama,Tamaalelagi,Tuitama,UT,YOSN,,,,,Las Vegas,,5/25/2013,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,29,1/1/1900 12:00:24 AM,143348758,,Jonny,Jonathan,Kulow,WY,LAN,,2019 WY Summer Long Course Champs,,   ,Rapid City,,7/20/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,30,1/1/1900 12:00:24 AM,,,Daniel,Daniel,Brown,SC,YCSC,,,,   ,Asheville,,5/27/2017,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,31,1/1/1900 12:00:24 AM,143754314,,Michael,Michael,Robinson,MS,MMST,,2019 Zone AG Champs - Cary,,   ,Cary,,8/3/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,32,1/1/1900 12:00:24 AM,,,Tj,Thomas,Reinhardt,ND,MMSC,,,,   ,Bismarck,,7/12/2014,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,32,1/1/1900 12:00:24 AM,99561058,,Wen,Wen,Zhang,SE,DDST,,2015 MS Southern Zones Age Group,,   ,Tupelo,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,32,1/1/1900 12:00:24 AM,110475325,,Will,William,Rose,LE,CCS,,2016 IN CZ 14 and Under Mega Zone,,   ,Indianapolis,,8/6/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,32,1/1/1900 12:00:24 AM,143855150,,Ben,Benjamin,Vorthmann,MV,LA,,2019 Zone AG Champs - West Fargo,,   ,West Fargo,,8/2/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,36,1/1/1900 12:00:24 AM,77894272,,,Daniel,Krueger,ST,MSS,,2013 WI 13 & Over LC State Cha,,,Brown Deer,,8/1/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,36,1/1/1900 12:00:24 AM,99429176,,Vinny,Vincent,Marciano,NJ,MCSC,,2015 Speedo Junior National Ti,,   ,San Antonio,,8/3/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,38,1/1/1900 12:00:24 AM,103080495,,,Jack,Dolan,AZ,RSCA,,2015 OZ CFAC Senior Invitational,,   ,Edwardsville,,12/18/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,38,1/1/1900 12:00:24 AM,,,Peter,Peter,Larson,ST,EDI,,,,,Orlando,,3/4/2016,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,38,1/1/1900 12:00:24 AM,121812965,,Garrett,Garrett,Boone,NC,ATOM,,2017 MS Southern Zones Age Group,,   ,Tupelo,,8/1/2017,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,41,1/1/1900 12:00:24 AM,67267085,,Greg,Gregory,Brocato,NC,CBST,,2012 MA Middle Atlantic Senior,,,Lewisburg,,7/18/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,42,1/1/1900 12:00:24 AM,,,Glenn,Glenn,Counts,PC,SCSC,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,42,1/1/1900 12:00:24 AM,,,,Anthony,Robinson,NJ,SCAR,,,,,,,1/1/1994,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,44,1/1/1900 12:00:24 AM,143869969,,,Alvin,Tsai,MR,LIAC,,2019 NCSA Summer Champs,,   ,Indianapolis,,8/6/2019,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,45,1/1/1900 12:00:24 AM,99487411,,Max,Maxwell,Hawton,NM,CAQ,,2015 NT American LC Final,,   ,Lewisville,,7/30/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,46,1/1/1900 12:00:24 AM,67575447,,,Mark,McGlaughlin,NC,IFLY,,2012 IA Swimming Summer State Championships,,,Iowa City,,7/26/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,46,1/1/1900 12:00:24 AM,88250155,,Clayton,Timothy,Bobo,GU,DADS,,2014 ST Texas Age Group Championships,,   ,Austin,,7/23/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,46,1/1/1900 12:00:24 AM,88199140,,Will,Willie,Davis,FL,CWAC,,2014 IL LC Age Group Champions,,   ,Pleasant Prairie,,7/24/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,49,1/1/1900 12:00:24 AM,49140968,,Gunnar,Joseph,Bentz,GA,DYNA,,2010 GA Southern Zone Championship,,,Atlanta,,7/27/2010,,Y,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,50,1/1/1900 12:00:24 AM,40769938,,,Daniel,Spas,FG,HAT,,2009 SZ Age Group Championship,,,,,7/28/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,50,1/1/1900 12:00:24 AM,58066861,,Tommy,Thomas,Brewer,SE,UN,,2011 OR LC 11 & Over Champion,,,Eugene,,7/28/2011,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,50,1/1/1900 12:00:24 AM,88129228,,Andrew,Andrew,Couchon,IN,WTSC,,2014  IN Age Group State,,   ,Indianapolis,,7/24/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,53,1/1/1900 12:00:24 AM,47948506,,,Brett,Ringgold,ST,NTN,,2010 NT ATAC_RACE_A,,,ROCKWALL,,6/25/2010,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,53,1/1/1900 12:00:24 AM,121687615,,,Adell,Sabovic,MR,AGUA,,2017 NI - LC Senior Zone Championship,,   ,Buffalo,,8/6/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,55,1/1/1900 12:00:24 AM,77850110,,,Hugo,Sykes,CO,WYW,,2013 YMCA National Long Course,,,Atlanta,,8/2/2013,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,56,1/1/1900 12:00:24 AM,110470271,,,Adam,Chaney,OH,RAYS,,2016 IN CZ 14 and Under Mega Zone,,   ,Indianapolis,,8/6/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,56,1/1/1900 12:00:24 AM,143339086,,,Jack,Stokvis,FL,T2,,2019 FL Summer Age Group Championships,,   ,Orlando,,7/21/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,58,1/1/1900 12:00:24 AM,121006230,,Dane,Dane,Nelson,AZ,SAC,,2017 AZ LC Age Group State,,   ,Phoenix,,7/15/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,59,1/1/1900 12:00:24 AM,87835623,,Luke,Luke,Hemmingsen,MW,UN,,2014 MV Region VIII Summer Sec,,   ,Columbia,,7/16/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,60,1/1/1900 12:00:24 AM,,,,John,Steel,CA,USC,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,60,1/1/1900 12:00:24 AM,99560522,,,Hunter,Tapp,NC,LAK,,2015 MS Southern Zones Age Group,,   ,Tupelo,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,60,1/1/1900 12:00:24 AM,108784900,,Sean,Sean,Slusiewicz,PC,NOVA,,2016 CA - NOVA JAG Champs,,   ,Irvine,,6/19/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,63,1/1/1900 12:00:24 AM,132534216,,,Kyle,Korvick,FG,GRSC,,2018 FGC Junior Olympics Long,,   ,Stuart,,7/20/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,63,1/1/1900 12:00:24 AM,,,,Tyler,Sicignano,CT,CPAC,,,,   ,Middletown,,7/27/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,63,1/1/1900 12:00:24 AM,143772882,,Donavan,Donavan,Jeng,NJ,PASA,,2019 Futures - Mt Hood,,   ,Gresham,,8/3/2019,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,145172,,Alex,Alexander,Forbes,FL,CFA,,2002 Lc Junior O,,,,,7/18/2002,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,,,,Adam,Whitener,MI,CW,,,,,Grand Forks,,8/7/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,99389076,,,Matthew,Whelan,NC,NOVA,,2015 IN NCSA Summer Swimming ,,   ,Indianapolis,,7/28/2015,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,121486620,,,Corby,Furrer,ST,NTRO,,2017 ST TXLA Long Course TAGS,,   ,Austin,,7/30/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,132082834,,,Ryan,Weaver,NC,CAT,,2018 NCS LC AG Championships,,   ,Greensboro,,7/14/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,66,1/1/1900 12:00:24 AM,143251863,,Scotty,Scott,Buff,OH,GTAC,,2019 OH MAKO LC Junior Olympic,,   ,Oxford,,7/20/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,72,1/1/1900 12:00:24 AM,,,,Quentin,Byma,IE,ICAC,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,72,1/1/1900 12:00:24 AM,18736943,,Shayne,Shayne,Fleming,PC,DACA,,2006 PC TERA Far Westerns,,,CONCORD,,7/26/2006,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,74,1/1/1900 12:00:24 AM,38165092,,Gray,Gray,Umbach,PC,TWST,,2009 FL NCSA Junior Nats,,,Orlando,,3/20/2009,,Y,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,74,1/1/1900 12:00:24 AM,77696793,,Cody,Cody,Bollinger,VA,PSDN,,2013 VA LC AG Champs- CAC,,,Christiansburg,,7/25/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,74,1/1/1900 12:00:24 AM,,,,Carson,Foster,OH,RAYS,,,,   ,Oxford,,7/16/2016,,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,77,1/1/1900 12:00:24 AM,99560762,,Jack,John,Walker,NC,NSS,,2015 MS Southern Zones Age Group,,   ,Tupelo,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,77,1/1/1900 12:00:24 AM,132926885,,Will,William,Modglin,IN,ZSC,,2018 Zone AG Champs - Geneva,,   ,Geneva,,8/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,77,1/1/1900 12:00:24 AM,142943759,,Simon,Simon,Lins,PC,PST,,2019 PC WCAB LCM SRII T&F,,   ,PLEASANT HILL,,7/13/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,80,1/1/1900 12:00:24 AM,49127418,,Ed,Edward,Kim,NE,BC,,2010 PN PNS LC Championships,,,Federal Way,,7/29/2010,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,80,1/1/1900 12:00:24 AM,99560538,,Will,William,Tarvestad,PC,TS,,2015 MS Southern Zones Age Group,,   ,Tupelo,,8/8/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,82,1/1/1900 12:00:24 AM,25390180,,Kerrington,Kerrington,Hill,ST,LSAC,,2007 ST TAGS LC Champs,,,Austin,,7/18/2007,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,82,1/1/1900 12:00:24 AM,32644217,,Harrison,Harrison,Wagner,NJ,CSC,,2008 IN Speedo Champions Series,,,Bloomington,,7/16/2008,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,82,1/1/1900 12:00:24 AM,143567514,,,River,Paulk,WT,LSC,,2019 ST TXLA LC TAGS,,   ,Austin,,7/28/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,82,1/1/1900 12:00:24 AM,143751764,,,Andrew,Bleuez,GA,SCAT,,2019 Zone AG Champs - Cary,,   ,Cary,,8/3/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,,,Trent,Trent,Holsman,PC,TERA,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,57782996,,R.J.,Robert,Williams,CA,SAM,,2011 CC WZ Gold Section Speedo Championship Series,,,Fresno,,7/20/2011,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,65730983,,Ty,Ty,Powers,SE,UN,,2012 Mutual of Omaha Swimvitational,,,Omaha,,6/8/2012,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,99517901,,,Henry,Schutte,MI,RAYS,,2015 LC Y Nationals w TT,,   ,Indianapolis,,8/6/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,110474515,,Josh,Joshua,Pales,CO,LSS,,2016 IN CZ 14 and Under Mega Zone,,   ,Indianapolis,,8/6/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,121437220,,Connor,Connor,Boyle,IL,FOX,,2017 IL LC Age Group Champions,,   ,Pleasant Prairie,,7/30/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,86,1/1/1900 12:00:24 AM,133025679,,Will,William,Hayon,WI,MWWM,,2018 WI Long Course Wisconsin,,   ,Pleasant Prairie,,8/5/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,93,1/1/1900 12:00:24 AM,18939105,,Charlie,Charles,Moore,ST,CFSC,,2006 Summer Junior Nats,,,Irvine,,8/7/2006,Prelim,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,94,1/1/1900 12:00:24 AM,,,,Korey,Mayroone,US,UN,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,94,1/1/1900 12:00:24 AM,6696503,,Brock,Nicholaas,Park,PV,NCAP,,2004 NI EZ AG LC Champs,,,Buffalo,,8/11/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,94,1/1/1900 12:00:24 AM,99538006,,Nick,Nicholas,Mathus,NJ,RANY,,2015 NI - LC Senior Zones Championship,,   ,Buffalo,,8/9/2015,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,94,1/1/1900 12:00:24 AM,132670024,,Omar,Omar,Fathallah,IL,MMSC,,2018 IL LC Age Group Champions,,   ,Pleasant Prairie,,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,,,,Pat,Nitsch,US,UN,,,,,,,1/1/1978,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,,,Darrick,Darrick,Bollinger,OH,TPSC,,,,,,,1/1/1993,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,,,Milo,Milorad,Cavic,PN,UN,,,,,,,1/1/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,87390312,,Caleb,Caleb,Harrington,GA,TNAQ,,2014 GA 7th Annual Hixon Invite,,   ,Marietta,,6/27/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,,,,Sage,Sungail,FL,PA,,,,   ,Midland,,8/4/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,199,M,50,FR,LCM,98,1/1/1900 12:00:24 AM,,,,Allen,Cai,CA,NOVA,,,,   ,La Mirada,,11/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,1,1/1/1900 12:00:22 AM,103586258,,Michael,Michael,Andrew,SI,RPC,,2016 Pro Series - Austin,,,Austin,,1/16/2016,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,2,1/1/1900 12:00:22 AM,77952803,,,Caeleb,Dressel,FL,BSS,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,3,1/1/1900 12:00:22 AM,132717927,,,Adam,Chaney,OH,RAYS,,2018 Summer Nationals,,   ,Irvine,USA,7/29/2018,SwimOff,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,4,1/1/1900 12:00:22 AM,,,,Brian,Hess,ME,LRSC,,,,   ,Saint John,,7/21/2016,,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,5,1/1/1900 12:00:22 AM,132857519,,,David,Curtiss,NJ,UN,,2018 PV AP  LC Y Nationals,,   ,College Park,,8/2/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,6,1/1/1900 12:00:22 AM,33081294,,Shayne,Shayne,Fleming,PC,DACA,,2008 U. S. Open,,,Minneapolis,,7/29/2008,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,7,1/1/1900 12:00:22 AM,110603560,,Drew,Drew,Kibler,ST,CSC,,2016 Jr Pan Pacific Champs,,,Kihei,,8/27/2016,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,8,1/1/1900 12:00:22 AM,88631645,,James,James William,Jones,MI,NCAP,,2014 Jr Pan Pacific Championships,,,Kihei,,8/27/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,9,1/1/1900 12:00:22 AM,108662967,,Will,Willie,Davis,FL,BSS,,2016 SE Richard Quick Invitati,,   ,Auburn,,6/17/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,10,1/1/1900 12:00:22 AM,99519538,,,Daniel,Krueger,ST,MSS,,2015 Summer Nationals,,,San Antonia,,8/8/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,11,1/1/1900 12:00:22 AM,143771494,,Jack,John,Alexy,NJ,SHY,,2019 Summer Nationals,,   ,Stanford,USA,8/4/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,12,1/1/1900 12:00:22 AM,,,Matt,Matthew,King,PN,BC,,,,   ,Federal Way,,7/26/2018,,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,13,1/1/1900 12:00:23 AM,121657816,,,Henry,Schutte,MI,RAYS,,2017 NC AP LC Y Nationals,,   ,Greensboro,,8/3/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,13,1/1/1900 12:00:23 AM,132641455,,Destin,Destin,Lasco,MA,PVA,,2018 Summer Nationals,,   ,Irvine,USA,7/29/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,15,1/1/1900 12:00:23 AM,1795427,,,Nathan,Rickard,SD,UN,,1999 U.S. OPEN,,,San Antonio,,12/2/1999,,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,16,1/1/1900 12:00:23 AM,132050963,,Andrew,Andrew,Benson,NE,SOLO,,2018 NE SSA Senior Champs,,   ,Providence,,7/14/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,17,1/1/1900 12:00:23 AM,143864956,,Connor,Connor,Boyle,IL,FOX,,2019 NCSA Summer Champs,,   ,Indianapolis,,8/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,18,1/1/1900 12:00:23 AM,108705015,,,Blaise,Vera,AM,MMST,,2016 GA Sizzlin Summer Invite,,   ,Atlanta,,6/19/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,19,1/1/1900 12:00:23 AM,132844290,,Kimani,Kimani,Gregory,NC,RXA,,2018 Summer Junior Nats,,   ,Irvine,USA,8/4/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,20,1/1/1900 12:00:23 AM,16233462,,Kyle,Kyle,Bubolz,IL,WEST,,2002 U.S. Open,,,Minneapolis,,12/5/2002,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,20,1/1/1900 12:00:23 AM,132829669,,,James,LeBuke,US,UN,,2018 Canadian Junior Swimming,,   ,Winnipeg,CAN,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,22,1/1/1900 12:00:23 AM,41037462,,Ben,Benjamin,Anderson,ST,TXLA,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,22,1/1/1900 12:00:23 AM,110533744,,David,David,Madej,PC,SWIM,,2016 Summer Junior Nats,,,Minneapolis,,8/12/2016,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,24,1/1/1900 12:00:23 AM,99443624,,Luke,Luke,Hemmingsen,MW,GOAL,,2015 Summer Junior Nats,,   ,San Antonio,,8/3/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,24,1/1/1900 12:00:23 AM,121085727,,,Jack,Dolan,AZ,RSCA,,2017 CA  Los Angeles Invite ,,   ,Los Angeles,,7/15/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,26,1/1/1900 12:00:23 AM,96018867,,Ryan,Ryan,Hoffer,PC,SAC,,2015 Pro Series - Mesa,,,Mesa,,4/17/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,26,1/1/1900 12:00:23 AM,132881487,,Matt,Matthew,Brownstead,MA,SCAY,,2018 Futures - Richmond,,   ,Richmond,,8/4/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,28,1/1/1900 12:00:23 AM,121765023,,Mason,Mason,Gonzalez,PC,ANSC,,2017 NCSA Summer Champs,,   ,Indianapolis,,8/5/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,29,1/1/1900 12:00:23 AM,64946527,,,Brett,Ringgold,ST,NTN,,2012 NT NTN Senior Meet,,,Shenandoah,,5/5/2012,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,30,1/1/1900 12:00:23 AM,88389509,,,Jack,Blake,SE,SAC,,2014 Summer Juniors Time Trials,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,30,1/1/1900 12:00:23 AM,142056570,,Garrett,Garrett,Boone,NC,ATOM,,2019 NC SwimMAC Charlotte Ultr,,   ,Charlotte,,6/13/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,32,1/1/1900 12:00:23 AM,,,Noel,Noel,Strauss,US,UN,,,,,,,1/1/1988,,N,,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,32,1/1/1900 12:00:23 AM,,,Emilio,Emilio,Perez,WI,EBSC,,,,   ,Brown Deer,,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,213,M,50,FR,LCM,34,1/1/1900 12:00:23 AM,40941959,,Jack,John,Lane,GA,DYNA,,2009 U. S. Open,,,Federal Way,,8/4/2009,Prelim,N,,N
