description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,71,1/1/1900 12:02:35 AM,132843176,,Ella,Ella,Smith,NE,ABF,,2018 Speedo Juniors,,   ,Irvine,,8/4/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,72,1/1/1900 12:02:35 AM,,,Gabrielle,Gabrielle,Rose,CA,UN,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,73,1/1/1900 12:02:35 AM,,,,Mary,Codevilla,CO,FAC,,,,   ,Gresham,,7/12/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,74,1/1/1900 12:02:35 AM,99151313,,Sydney,Sydney,Vanovermeiren,IL,ACAD,,2015 IL LC Age Group Champions,,   ,Pleasant Prairie,,7/23/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,75,1/1/1900 12:02:35 AM,1790596,,Ashley,Ashley,Daly,PC,DYNA,,1999 National Champs,,,Long Island,,3/28/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,76,1/1/1900 12:02:35 AM,5792963,,Ariana,Ariana,Kukors,US,KING,,2004 US Mel Zajac Jr Internation,,,Vancouver,,5/14/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,77,1/1/1900 12:02:35 AM,,,Erika,Erika,Frykberg,IA,BSS,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,77,1/1/1900 12:02:35 AM,6787501,,Stephanie,Stephanie,Gabert,CA,AZOT,,2004 PC NCSA LC JRNATS,,,Palo Alto,,8/9/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,79,1/1/1900 12:02:35 AM,,,Brooke,Brooke,Forde,PC,LAK,,,,,Athens,,7/11/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,80,1/1/1900 12:02:35 AM,67785232,,Katie,Katherine,Drabot,PC,OZ,,2012 Summer Junior Nats,,,Indianapolis,,8/13/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,81,1/1/1900 12:02:35 AM,109885055,,Maile,Maile,Lawson,HI,KONA,,2016 HI Age Group LCM Champion,,   ,Waipahu,,7/17/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,82,1/1/1900 12:02:35 AM,107516178,,Adeline,Adeline,Farrington,GA,DYNA,,2016 Atlanta Classic Swim Meet,,,Atlanta,,5/14/2016,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,83,1/1/1900 12:02:35 AM,,,Samantha,Samantha,Heath,PC,UN,,,,,Ft Lauderdale,,8/12/2002,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,84,1/1/1900 12:02:35 AM,88595171,,,Emily,Wood,HI,UN,,ASA Youth MC & Open Champs 2014,,,Sheffield,,8/5/2014,Semi,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,85,1/1/1900 12:02:35 AM,121775336,,Ana,Ana,Jih-Schiff,PC,CROW,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,86,1/1/1900 12:02:35 AM,132502468,,Gigi,Garlynd,Johnson,GA,SA,,2018 GA 14U LC State Champ,,   ,Atlanta,,7/21/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,87,1/1/1900 12:02:35 AM,40377160,,Maija,Maija,Roses,PC,CAT,,2009 SE Eastern Sectional Senior Championships,,,Knoxville,,7/16/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,87,1/1/1900 12:02:35 AM,121775533,,Jordan,Jordan,Morgan,CA,SCSC,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,89,1/1/1900 12:02:35 AM,132858201,,,Meaghan,Harnish,MA,YY,,2018 PV AP  LC Y Nationals,,   ,College Park,,7/31/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,90,1/1/1900 12:02:35 AM,1286100,,,Jamie,Marks,FG,SEA,,2003 MA JW Summer Solstice A/BB,,,Gloucester ,,6/20/2003,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,90,1/1/1900 12:02:35 AM,62815729,,Courtney,Courtney,Hanson,CA,RMDA,,2012 Pro Swim - Missouri,,   ,Columbia,,2/10/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,90,1/1/1900 12:02:35 AM,110541658,,Ally,Alyssa,Silvestri,WI,OZ,,2016 IN NCSA Summer Swimming Cham,,   ,Indianapolis,,8/12/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,93,1/1/1900 12:02:35 AM,96551725,,,Isabelle,Odgers,CA,NOVA,,2015 CA Day After CIF Lc Meet,,,,,5/17/2015,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,94,1/1/1900 12:02:35 AM,12703830,,,Kristine,Polley,GA,RAYS,,2005 GA Georgia LC Senior State Champs,,   ,,,7/28/2005,,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,95,1/1/1900 12:02:35 AM,130733581,,,Annie,Leblanc,GU,SSAN,,2018 SN Summer Sanders LC,,   ,Roseville,,6/10/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,96,1/1/1900 12:02:36 AM,142354126,,,Leah,Hayes,IL,TIDE,,2019 IA PW Swim PINK A+ Invita,,   ,Iowa City,,6/22/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,97,1/1/1900 12:02:36 AM,,,Alison,Alison,Fealey,MR,CM,,,,,,,1/1/1993,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,97,1/1/1900 12:02:36 AM,85003597,,Kelsey,Kelsey,Morgan,OH,CAPS,,2014 IN Central Zone Speedo Sectionals,,,Indianapolis,,3/27/2014,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,99,1/1/1900 12:02:36 AM,25448623,,Katie,Mary,Olsen,MR,CA,,2007 MN TWIN Speedo Sectionals,,,Minneapolis,,7/18/2007,,N,,N
All Time Top 100 Age Group Times,1,13-14,279,F,200,BR,LCM,99,1/1/1900 12:02:36 AM,58222721,,Kim,Kimberly,Williams,PC,BC,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,1,1/1/1900 12:02:25 AM,1078042,,Anita,Anita,Richesson (Nall),AZ,UN,,NAG Records,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,2,1/1/1900 12:02:25 AM,110603539,,Zoe,Zoe,Bartel,PC,FAST,,2016 Jr Pan Pacific Champs,,,Kihei,,8/27/2016,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,3,1/1/1900 12:02:25 AM,133331792,,,Olga,Bakaldina,US,UN,,2000 Olympic Games,,,Sydney,,9/16/2000,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,4,1/1/1900 12:02:25 AM,1031252,,Jenna,Catherine,Street,SE,BSS,,1998 US Wc,,,,,1/17/1998,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,5,1/1/1900 12:02:25 AM,25565162,,Caitlin,Caitlin,Leverenz,PC,EDAC,,2007 Pan Am Games,,   ,Rio de Janeiro,,7/16/2007,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,6,1/1/1900 12:02:25 AM,1067441,,Ashley,Ashley,De Paul,CA,CCAQ,,2000 US Tcc Last Ditch,,,,,7/22/2000,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,7,1/1/1900 12:02:25 AM,,,Ella,Margaret,Nelson,SE,NAC,,,,   ,Irvine,USA,7/26/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,8,1/1/1900 12:02:26 AM,110603565,,Allie,Allison,Raab,PC,NAC,,2016 Jr Pan Pacific Champs,,,Kihei,,8/27/2016,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,9,1/1/1900 12:02:26 AM,143732105,,Anna,Anna,Keating,PV,MACH,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,10,1/1/1900 12:02:27 AM,1007121,,,Megan,Jendrick (Quann),PN,PAC,,2000 US Olympic Trials,,,Indianapolis,,8/9/2000,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,11,1/1/1900 12:02:27 AM,,,Kristine,Kristine,Julian (Quance),CA,ROSE,,,,,,,1/1/1991,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,12,1/1/1900 12:02:28 AM,121775266,,Zoie,Zoie,Hartman,GA,CROW,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,13,1/1/1900 12:02:28 AM,143723256,,Ellie,Elizabeth,Andrews,OH,DCST,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,14,1/1/1900 12:02:28 AM,99545476,,,Vanessa,Pearl,FL,MTRO,,2015 Summer Nationals,,,San Antonia,,8/10/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,15,1/1/1900 12:02:29 AM,15667537,,Rebecca,Rebecca,Soni,CA,SCAR,,2003 Summer Nationals,,,College Park,,8/5/2003,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,16,1/1/1900 12:02:29 AM,968951,,Kristen,Kristen,Caverly,CA,AZOT,,2000 US Olympic Trials,,,Indianapolis,,8/9/2000,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,17,1/1/1900 12:02:29 AM,49369237,,Annie,Annie,Zhu,GA,AGUA,,2010 Jr Pan Pacific Champs,,,Kihei ,,8/26/2010,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,18,1/1/1900 12:02:29 AM,121648453,,Ashley,Ashley,McCauley,GA,MOR,,2017 U.S. Open,,,E. Meadow,,8/3/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,19,1/1/1900 12:02:29 AM,,,Laura,Laura,Goettler,AM,LESD,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,20,1/1/1900 12:02:29 AM,,,Amy,Amy,Collins (Shaw),CA,UN,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,21,1/1/1900 12:02:29 AM,26073627,,,Jessica,Kennedy (Schmitt),SI,NCA,,2007 Japan International Swim Meet,,,Chiba,,8/21/2007,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,22,1/1/1900 12:02:29 AM,1025590,,,Katie,Yevak,US,UN,,1998 US Nationals,,,,,8/1/1998,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,23,1/1/1900 12:02:29 AM,,,Andrea,Andrea,Kropp,CA,RTLR,,,,,Irvine,,5/28/2010,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,24,1/1/1900 12:02:29 AM,,,Abby,Abigail,Arens,NC,MOR,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,25,1/1/1900 12:02:29 AM,1828455,,Alexi,Alexandra,Spann,ST,CCS,,2003 Pan Am Games,,,Santo Domingo,,8/12/2003,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,26,1/1/1900 12:02:29 AM,143862546,,,Emma,Weber,CO,TOPS,,2019 Summer Junior Nats,,   ,Stanford,USA,8/9/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,27,1/1/1900 12:02:30 AM,120256866,,,Emily,Weiss,IN,CARD,,2017 Summer Nationals,,,Indianapolis,,6/28/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,28,1/1/1900 12:02:30 AM,121775112,,Claire,Claire,Donan,KY,TS,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,28,1/1/1900 12:02:30 AM,133051730,,Gigi,Georgia,Powell,OH,UN,,2018 Jr Pan Pacific Champs,,   ,Suva,FIJ,8/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,30,1/1/1900 12:02:30 AM,58337043,,KC,Kaylin,Moss,PC,NCY,,2011 FINA World Junior Champs,,   ,Lima,,8/16/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,31,1/1/1900 12:02:30 AM,32218473,,Sarah,Sarah,Henry,NI,RSA,,2008 Olympic Trials,,,Omaha,,6/29/2008,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,31,1/1/1900 12:02:30 AM,,,,Margaret,Aroesty,MR,LIAC,,,,   ,Orlando,,3/18/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,33,1/1/1900 12:02:30 AM,16236074,,Katie,Kathryn,Hoff,FG,NBAC,,2004 Olympic Trials,,,Long Beach,,7/7/2004,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,34,1/1/1900 12:02:30 AM,31488417,,Jordan,Jordan,Danny,CA,CANY,,2008 CA Janet Evans Inv,,,Los Angeles,,6/6/2008,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,35,1/1/1900 12:02:30 AM,86784567,,Emma,Emma,Schanz,CA,SWAT,,2014 Pro Series - Santa Clara ,,,Santa Clara,,6/19/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,36,1/1/1900 12:02:30 AM,143862470,,Gigi,Garlynd,Johnson,GA,SA,,2019 Summer Junior Nats,,   ,Stanford,USA,8/9/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,37,1/1/1900 12:02:30 AM,103564971,,Brooke,Brooke,Forde,PC,LAK,,2016 Pro Series - Austin,,   ,Austin,,1/15/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,38,1/1/1900 12:02:30 AM,1789125,,,Amanda,Beard,PN,NOVA,,PHILLIPS 66 NATIONAL,,   ,,,2/12/1997,,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,38,1/1/1900 12:02:30 AM,,,,Gillian,Davey,KY,CIA,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,40,1/1/1900 12:02:30 AM,121098301,,,Isabelle,Odgers,CA,NOVA,,2017 CA  Los Angeles Invite ,,   ,Los Angeles,,7/15/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,41,1/1/1900 12:02:30 AM,18949116,,Ashley,Ashley,Wanland,WI,PAC,,2006 Summer Nationals,,,Irvine,,8/1/2006,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,42,1/1/1900 12:02:30 AM,,,Katie,Katherine,Hathaway,NC,NCAC,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,43,1/1/1900 12:02:31 AM,99355161,,Grace,Grace,Zhao,PC,PASA,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,44,1/1/1900 12:02:31 AM,120235593,,Adeline,Adeline,Farrington,GA,DYNA,,2017 Summer Nationals,,,Indianapolis,,6/28/2017,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,45,1/1/1900 12:02:31 AM,77827694,,Riley,Riley,Scott,PC,MP,,2013 U.S. Open ,,,Irvine,,7/30/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,46,1/1/1900 12:02:31 AM,131912410,,Alex,Alexandra,Walsh,SE,NAC,,2018 GA Bulldog Grand Slam,,   ,Athens,,7/7/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,47,1/1/1900 12:02:31 AM,87844014,,Allie,Alexandra,Szekely,PC,CBST,,2014 MA Long Course Senior Championship,,,Lewisburg,,7/16/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,48,1/1/1900 12:02:31 AM,12172847,,Stephanie,Stephanie,Gabert,CA,AZOT,,2005 CC Speedo Sectionals,,,Clovis ,,7/21/2005,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,49,1/1/1900 12:02:31 AM,973505,,Laura,Laura,Davis,PC,TERA,,Usa Nationals,,,,,8/6/1999,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,50,1/1/1900 12:02:31 AM,22595,,,Erin,Sieper,AZ,STOP,,2001 US National Champs,,,,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,51,1/1/1900 12:02:31 AM,,,Kaitlyn,Kaitlyn,Dobler,OR,TDPS,,,,   ,Gresham,,7/12/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,52,1/1/1900 12:02:31 AM,,,Jilen,Jilen,Siroky,IN,MAC,,,,,,,2/12/1997,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,53,1/1/1900 12:02:31 AM,16581938,,Liz,Elizabeth,Amuchastegui (Smith),OR,PKWY,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,54,1/1/1900 12:02:31 AM,143862495,,Annika,Annika,McEnroe,SC,YSSC,,2019 Summer Junior Nats,,   ,Stanford,USA,8/9/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,55,1/1/1900 12:02:31 AM,21177031,,,Micah,Sumrall (Lawrence),GA,GOLD,,2007 Jr Pan Pacific Swimming C,,,,,1/11/2007,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,56,1/1/1900 12:02:31 AM,,,Mary Ellen,Mary Ellen,Blanchard,PC,UN,,,,,,,1/1/1989,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,57,1/1/1900 12:02:31 AM,88512658,,Savanna,Savanna,Faulconer,FL,YSSC,,2014 Summer Nationals,,,Irvine,,8/6/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,58,1/1/1900 12:02:31 AM,38162680,,Rebecca,Rebecca,Rainer,FL,NOVA,,2009 FL NCSA Junior Nats,,,Orlando,,3/17/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,58,1/1/1900 12:02:31 AM,76485241,,Bethany,Bethany,Leap,FL,SYS,,2013 Summer Nationals,,,Indianapolis,,6/25/2013,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,60,1/1/1900 12:02:31 AM,88512774,,Meghan,Meghan,Small,SE,YY,,2014 Summer Nationals,,,Irvine,,8/6/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,60,1/1/1900 12:02:31 AM,99355153,,Maddy,Madeleine,Vonderhaar,OH,CLPR,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,62,1/1/1900 12:02:31 AM,132842078,,,Brynn,Curtis,PV,YORK,,2018 Summer Junior Nats,,   ,Irvine,USA,8/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,63,1/1/1900 12:02:31 AM,24530111,,,Laura,Sogar,MR,ABF,,2007 Pan Pacific Invitational,,,Palo Alto,,6/23/2007,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,64,1/1/1900 12:02:31 AM,41038430,,Abby,Abigail,Duncan,MV,AQJT,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,65,1/1/1900 12:02:31 AM,18425527,,,Kristine,Polley,GA,RAYS,,2006 GA Speedo Sectionals,,   ,,,7/13/2006,,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,66,1/1/1900 12:02:31 AM,1016573,,Staciana,Staciana,Winfield (Stitts),CA,NOVA,,Goodwill,,,,,7/28/1998,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,67,1/1/1900 12:02:32 AM,58222651,,Maija,Maija,Roses,PC,MAC,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,67,1/1/1900 12:02:32 AM,,,Desirae,Desirae,Mangaoang,NC,MAC,,,,   ,Indianapolis,,3/28/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,69,1/1/1900 12:02:32 AM,66512949,,Celina,Celina,Li,PC,PLS,,2012 Olympic Trials,,,Omaha,,6/25/2012,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,70,1/1/1900 12:02:32 AM,46061,,Caroline,Caroline,McAndrew (Bruce),MV,WSC,,2001 US Central Section,,,,,7/25/2001,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,71,1/1/1900 12:02:32 AM,88390688,,,Lindsey,Kozelsky (Horejsi),MN,ASF,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,72,1/1/1900 12:02:32 AM,32219794,,Katie,Mary,Olsen,MR,CA,,2008 Olympic Trials,,,Omaha,,6/29/2008,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,73,1/1/1900 12:02:32 AM,,,Maddy,Madeleine,Plankey (Crippen),MA,GAAC,,,,,,,2/12/1997,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,74,1/1/1900 12:02:32 AM,1010777,,Kaitlin,Kaitlin,Sandeno Hogan,US,NGSV,,Meet Champ,,,,,6/17/1999,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,75,1/1/1900 12:02:32 AM,66506,,Melissa,Melissa,Klein,GA,DYNA,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,76,1/1/1900 12:02:32 AM,99355114,,Julia,Julia,Poole,NC,TAC,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,77,1/1/1900 12:02:32 AM,76515867,,,Emily,Kopas,SE,UN,,2013 Summer Nationals,,,Indianapolis,,6/25/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,77,1/1/1900 12:02:32 AM,77896823,,Katie,Katherine,Drabot,PC,OZ,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,79,1/1/1900 12:02:32 AM,49215039,,Blair,Blair,Carnes,CA,NOVA,,2010 Summer Nationals,,,Irvine,,8/3/2010,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,80,1/1/1900 12:02:32 AM,120236397,,Kristina,Kristina,Murphy,SN,STAS,,2017 Summer Nationals,,,Indianapolis,,6/28/2017,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,81,1/1/1900 12:02:32 AM,16702691,,Spindrift,Spindrift,Beck,ST,DM,,2006 Spring Nationals,,,Federal Way,,3/28/2006,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,82,1/1/1900 12:02:32 AM,102156423,,Nikol,Nikol,Popov,SE,CANY,,2015 Winter Nationals,,,Federal Way,,12/5/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,83,1/1/1900 12:02:32 AM,456,,Leah,Leah,Avilla,ST,SRVA,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,83,1/1/1900 12:02:32 AM,88388546,,Tatum,Tatum,Wade,CA,NAC,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,85,1/1/1900 12:02:32 AM,,,,Amy,Cavanagh,NJ,RY,,,,,,,1/1/1988,,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,86,1/1/1900 12:02:32 AM,97616983,,,Rachel,Ramey,FL,TFA,,2015 ST AAAA Senior Circuit 2,,   ,San Antonio,,6/19/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,87,1/1/1900 12:02:32 AM,41038679,,Allison,Allison,Gargalikis,PC,TERA,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,88,1/1/1900 12:02:32 AM,99545344,,Morgan,Morgan,Friesen,KY,LOVE,,2015 Summer Nationals,,,San Antonia,,8/10/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,89,1/1/1900 12:02:32 AM,87836530,,,Bailee,Nunn,AR,SPA,,2014 MV Region VIII Summer Sec,,   ,Columbia,,7/16/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,90,1/1/1900 12:02:32 AM,48120881,,,Emma,Simonson (Schoettmer),IN,CGAC,,2010 AZ Phoenix Summer Invite,,,Phoenix,,6/17/2010,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,292,F,200,BR,LCM,91,1/1/1900 12:02:32 AM,,,,Morganne,Malloy,CA,NOVA,,,,   ,Los Angeles,,7/13/2019,Final,N,N,N
